unique location,lat,long,geometry,nearest_weather_station
"Kings Cl, Rd ",1.317697,103.8032364,POINT (103.8032364 1.317697),Ang Mo Kio
Tampines St 45,1.3591474,103.95779820000001,POINT (103.9577982 1.3591474),Changi
"Parry Ter, View, Walk ",1.3660443000000002,103.8784125,POINT (103.8784125 1.3660443),Ang Mo Kio
Sgoon Nth Ave 1 ,1.3664661,103.8731593,POINT (103.8731593 1.3664661),Ang Mo Kio
Upp Changi Rd East,1.3374077,103.95952249999999,POINT (103.9595225 1.3374077),Changi
Nth Bridge Rd,1.2989282,103.8559489,POINT (103.8559489 1.2989282),Marina Barrage
"Lor 25A, 27, 27AGeylang",1.3142892,103.8831075,POINT (103.8831075 1.3142892),Marina Barrage
"Lor 16, 20, 22 Geylang ",1.3118313,103.87957790000002,POINT (103.8795779 1.3118313),Marina Barrage
Jln Setia ,1.3333961,103.8803534,POINT (103.8803534 1.3333961),Ang Mo Kio
Tai Seng Dr,1.3380165000000002,103.8933492,POINT (103.8933492 1.3380165),Ang Mo Kio
Ah Soo Gdn ,1.3502098,103.8835225,POINT (103.8835225 1.3502098),Ang Mo Kio
Flora Rd  ,1.3597191000000002,103.96588879999999,POINT (103.9658888 1.3597191),Changi
"Joo Chiat Pl, Ter",1.3099091,103.90202690000001,POINT (103.9020269 1.3099091),Marina Barrage
Tampines St 24 ,1.3553387,103.9517559,POINT (103.9517559 1.3553387),Changi
Woodlands Sector 1,1.4543808999999999,103.8079027,POINT (103.8079027 1.4543809),Khatib
Defu Ln 7,1.3558893,103.89725920000001,POINT (103.8972592 1.3558893),Ang Mo Kio
Woodgrove Dr ,1.4291311000000002,103.7817074,POINT (103.7817074 1.4291311),Khatib
"Punggol Central, Pl",1.4022903999999998,103.9070022,POINT (103.9070022 1.4022904),Khatib
St Georges Rd ,1.3231351999999998,103.862383,POINT (103.862383 1.3231352),Ang Mo Kio
S'goon Ctrl Dr ,1.349128,103.8734316,POINT (103.8734316 1.349128),Ang Mo Kio
French Rd ,1.3078243,103.86113940000001,POINT (103.8611394 1.3078243),Marina Barrage
Jln Ma'mor ,1.3282055,103.85726340000001,POINT (103.8572634 1.3282055),Ang Mo Kio
Pandan Gdns,1.3206434,103.74846720000001,POINT (103.7484672 1.3206434),Ang Mo Kio
Yishun Ave 6,1.432994,103.84530550000001,POINT (103.8453055 1.432994),Khatib
Jln Ismail ,1.3230526000000002,103.9069745,POINT (103.9069745 1.3230526),Marina Barrage
Bowmont Gdn ,1.31433,103.9200577,POINT (103.9200577 1.31433),Marina Barrage
Lengkong Empat,1.3281155,103.9127553,POINT (103.9127553 1.3281155),Marina Barrage
Woo Mon Chew Rd,1.3153401000000002,103.9294957,POINT (103.9294957 1.3153401),Changi
Lor 39 Geylang ,1.3159773000000001,103.890676,POINT (103.890676 1.3159773),Marina Barrage
Lavender St,1.3123505,103.8614704,POINT (103.8614704 1.3123505),Marina Barrage
Bencoolen St,1.2999856,103.85124859999999,POINT (103.8512486 1.2999856),Marina Barrage
Jurong East St 21 ,1.3369686,103.7433703,POINT (103.7433703 1.3369686),Ang Mo Kio
Woodleigh Pk,1.3401437,103.86714659999998,POINT (103.8671466 1.3401437),Ang Mo Kio
"Eng Kong Cres, Gdn",1.3354921999999998,103.7690988,POINT (103.7690988 1.3354922),Ang Mo Kio
Tah Ching Rd ,1.3375173,103.7230735,POINT (103.7230735 1.3375173),Tuas South
Jln Kechubong          ,1.3858384,103.87618559999999,POINT (103.8761856 1.3858384),Ang Mo Kio
Lor 2 Toa Payoh ,1.3360505,103.8462992,POINT (103.8462992 1.3360505),Ang Mo Kio
Bournemouth Rd,1.301964,103.8935082,POINT (103.8935082 1.301964),Marina Barrage
Sungei Tengah Rd,1.3919346000000001,103.72993879999999,POINT (103.7299388 1.3919346),Khatib
Jln Siantan,1.3224869,103.796788,POINT (103.796788 1.3224869),Ang Mo Kio
Hai Sing Cres ,1.3647934,103.8936825,POINT (103.8936825 1.3647934),Ang Mo Kio
 Shunfu Rd ,1.3519757,103.8374493,POINT (103.8374493 1.3519757),Ang Mo Kio
Ee Teow Leng Rd,1.3580181999999998,103.87812890000001,POINT (103.8781289 1.3580182),Ang Mo Kio
Jln Salang,1.4392762,103.8260038,POINT (103.8260038 1.4392762),Khatib
Ho Ching Rd,1.3344133,103.7240854,POINT (103.7240854 1.3344133),Tuas South
Tuas South Way,1.2692032,103.6292673,POINT (103.6292673 1.2692032),Tuas South
Kaki Bt Ave 3,1.3373461000000002,103.90880849999999,POINT (103.9088085 1.3373461),Ang Mo Kio
Duku Rd,1.3094758999999998,103.9050407,POINT (103.9050407 1.3094759),Marina Barrage
BedokReservoir Rd,1.3370403,103.92154790000001,POINT (103.9215479 1.3370403),Changi
Pillai Rd ,1.3472766,103.8797163,POINT (103.8797163 1.3472766),Ang Mo Kio
Lor 24A Geylang ,1.312143,103.8840403,POINT (103.8840403 1.312143),Marina Barrage
Shunfu Rd ,1.3519757,103.8374493,POINT (103.8374493 1.3519757),Ang Mo Kio
Yishun St 22,1.4371688999999999,103.83749909999999,POINT (103.8374991 1.4371689),Khatib
Telok BlangahDr ,1.2728149,103.8083695,POINT (103.8083695 1.2728149),Marina Barrage
Bartley Rd ,1.3441821000000003,103.8762229,POINT (103.8762229 1.3441821),Ang Mo Kio
Shelford Rd,1.3274854,103.811185,POINT (103.811185 1.3274854),Ang Mo Kio
Lor 21 A Geylang ,1.3152308000000001,103.8804867,POINT (103.8804867 1.3152308),Marina Barrage
Poh Huat Ter,1.3672182,103.878884,POINT (103.878884 1.3672182),Ang Mo Kio
Gladiola Dr ,1.354837,103.82886640000001,POINT (103.8288664 1.354837),Ang Mo Kio
"Lor 6, 7 Realty Pk",1.3684441999999999,103.8876375,POINT (103.8876375 1.3684442),Ang Mo Kio
Choa Chu Kang St 52 ,1.3948475,103.7439801,POINT (103.7439801 1.3948475),Khatib
Lim Teck Boo Rd ,1.3434378999999999,103.8848304,POINT (103.8848304 1.3434379),Ang Mo Kio
The Inglewood,1.3606918,103.83003620000001,POINT (103.8300362 1.3606918),Ang Mo Kio
Lor K TelokKurau,1.3130423,103.9116196,POINT (103.9116196 1.3130423),Marina Barrage
Rd ,1.3054636999999998,103.8251528,POINT (103.8251528 1.3054637),Ang Mo Kio
Elizabeth Dr ,1.3059505,103.83598190000001,POINT (103.8359819 1.3059505),Ang Mo Kio
Bright Hill Cres,1.3560697,103.83248359999999,POINT (103.8324836 1.3560697),Ang Mo Kio
Verde Cres,1.3903926000000002,103.7508486,POINT (103.7508486 1.3903926),Khatib
Clementi WestSt 1 ,1.3047221000000002,103.76667940000002,POINT (103.7666794 1.3047221),Ang Mo Kio
Tai Hwan Grove ,1.3565584,103.85959,POINT (103.85959 1.3565584),Ang Mo Kio
JlnBangau ,1.3837573,103.87158609999999,POINT (103.8715861 1.3837573),Ang Mo Kio
Lengkok Bahru,1.2869338,103.81374170000001,POINT (103.8137417 1.2869338),Marina Barrage
Jurong West Ave 5 ,1.3465681,103.69691390000001,POINT (103.6969139 1.3465681),Tuas South
Fernvale Lk ,1.3936113,103.87613,POINT (103.87613 1.3936113),Khatib
"Senoko Cres, Dr, Rd",1.4625659,103.80631070000001,POINT (103.8063107 1.4625659),Khatib
Lor 35 Geylang,1.3153115,103.8884972,POINT (103.8884972 1.3153115),Marina Barrage
Cornwall Gdns ,1.3162359,103.8009036,POINT (103.8009036 1.3162359),Ang Mo Kio
"Lor 24A, 26, 28, 32 Geylang",1.3124236,103.8839383,POINT (103.8839383 1.3124236),Marina Barrage
Woodlands Ter,1.4520034,103.80792650000001,POINT (103.8079265 1.4520034),Khatib
Faber Dr ,1.3191653,103.7591298,POINT (103.7591298 1.3191653),Ang Mo Kio
Lor J TelokKurau ,1.3140655,103.91091879999999,POINT (103.9109188 1.3140655),Marina Barrage
Woodlands Industrial Pk E5,1.4514048000000002,103.7951552,POINT (103.7951552 1.4514048),Khatib
Jln Rajah ,1.3279521,103.85132850000001,POINT (103.8513285 1.3279521),Ang Mo Kio
Jln KelabuAsap ,1.3106586999999998,103.7977679,POINT (103.7977679 1.3106587),Ang Mo Kio
Woodlands Dr 16,1.4300614999999999,103.7945328,POINT (103.7945328 1.4300615),Khatib
"Yunnan Dr 1, Rd",1.3377248,103.6912061,POINT (103.6912061 1.3377248),Tuas South
Yishun Ave 11 ,1.4246671,103.8446169,POINT (103.8446169 1.4246671),Khatib
"Pasir Ris Hts, View ",1.3822466,103.94162299999999,POINT (103.941623 1.3822466),Changi
Ang Mo Kio Ave 5 ,1.376001,103.85611379999999,POINT (103.8561138 1.376001),Ang Mo Kio
Jln Molek ,1.3115211000000002,103.88336650000001,POINT (103.8833665 1.3115211),Marina Barrage
Elite Ter,1.3162268999999998,103.9249945,POINT (103.9249945 1.3162269),Marina Barrage
Redhill Cl ,1.2865389999999999,103.816976,POINT (103.816976 1.286539),Marina Barrage
Arthur Rd ,1.3017751,103.8880084,POINT (103.8880084 1.3017751),Marina Barrage
Sin Ming Ave ,1.3632468999999998,103.83623259999999,POINT (103.8362326 1.3632469),Ang Mo Kio
Recreation Ln ,1.3516416,103.8746155,POINT (103.8746155 1.3516416),Ang Mo Kio
Lakeside Dr,1.3426768,103.7200945,POINT (103.7200945 1.3426768),Tuas South
Bt Timah Rd ,1.3228014,103.8151035,POINT (103.8151035 1.3228014),Ang Mo Kio
 Ang Mo Kio Ave 5 ,1.376001,103.85611379999999,POINT (103.8561138 1.376001),Ang Mo Kio
Jln Hajijah ,1.3134769,103.9356559,POINT (103.9356559 1.3134769),Changi
CommonwealthCres ,1.3076629,103.7996916,POINT (103.7996916 1.3076629),Ang Mo Kio
Lucky Hts,1.3175152,103.9408532,POINT (103.9408532 1.3175152),Changi
Jln Lateh ,1.3454956,103.86952149999999,POINT (103.8695215 1.3454956),Ang Mo Kio
Branksome Rd,1.3035753,103.89113499999999,POINT (103.891135 1.3035753),Marina Barrage
Medway Dr ,1.3636458999999999,103.8634469,POINT (103.8634469 1.3636459),Ang Mo Kio
Choa Chu Kang St 64 ,1.397576,103.75007099999999,POINT (103.750071 1.397576),Khatib
Pk Villas Green,1.3679257,103.8794579,POINT (103.8794579 1.3679257),Ang Mo Kio
"Phoenix Gdn, Walk",1.3768014,103.7584725,POINT (103.7584725 1.3768014),Khatib
Primrose Ave,1.3158098,103.93459909999999,POINT (103.9345991 1.3158098),Changi
Lor 4 Geylang ,1.3099766000000002,103.8760568,POINT (103.8760568 1.3099766),Marina Barrage
Pasir Ris Dr 10 ,1.3789458,103.9377105,POINT (103.9377105 1.3789458),Changi
Jln Chegar ,1.3537113,103.83887709999999,POINT (103.8388771 1.3537113),Ang Mo Kio
"Lor M, N Telok Kurau",1.3098618,103.9119077,POINT (103.9119077 1.3098618),Marina Barrage
Mcnair Rd ,1.3200278,103.85853309999999,POINT (103.8585331 1.3200278),Ang Mo Kio
Jln Keris ,1.3101355,103.91954890000001,POINT (103.9195489 1.3101355),Marina Barrage
"Merryn Ave, Ter",1.325779,103.8263594,POINT (103.8263594 1.325779),Ang Mo Kio
Alnwick Rd ,1.364702,103.86823759999999,POINT (103.8682376 1.364702),Ang Mo Kio
BoscombeRd ,1.3056791,103.89494859999999,POINT (103.8949486 1.3056791),Marina Barrage
Havelock Rd,1.2890324,103.83598690000001,POINT (103.8359869 1.2890324),Marina Barrage
Jln Suka ,1.3122073,103.8833391,POINT (103.8833391 1.3122073),Marina Barrage
Geylang Rd,1.3134257,103.88376290000001,POINT (103.8837629 1.3134257),Marina Barrage
Sembawang Hills Dr ,1.3759852,103.8304256,POINT (103.8304256 1.3759852),Ang Mo Kio
S'goon Nth Ave 4,1.3735826,103.87330949999999,POINT (103.8733095 1.3735826),Ang Mo Kio
Pending Rd,1.3762378999999998,103.7710963,POINT (103.7710963 1.3762379),Khatib
Highland Cl ,1.3592669,103.878699,POINT (103.878699 1.3592669),Ang Mo Kio
Marshall Rd ,1.3065053999999998,103.9013515,POINT (103.9013515 1.3065054),Marina Barrage
Jln Nuri ,1.2989416,103.89375150000001,POINT (103.8937515 1.2989416),Marina Barrage
Ah Hood Rd ,1.3276907,103.84675759999999,POINT (103.8467576 1.3276907),Ang Mo Kio
Flora Rd ,1.3597191000000002,103.96588879999999,POINT (103.9658888 1.3597191),Changi
Chiku Rd ,1.3141366,103.9056005,POINT (103.9056005 1.3141366),Marina Barrage
River Valley Rd,1.2955326,103.8378235,POINT (103.8378235 1.2955326),Marina Barrage
Bedok Rd ,1.3264714,103.9512968,POINT (103.9512968 1.3264714),Changi
Rosewood Dr ,1.4295215000000001,103.7853307,POINT (103.7853307 1.4295215),Khatib
Guillemard Rd ,1.3112603,103.88569100000001,POINT (103.885691 1.3112603),Marina Barrage
Admiralty Dr ,1.4506645,103.8170878,POINT (103.8170878 1.4506645),Khatib
"Flora Dr, Rd",1.3565253000000002,103.9653785,POINT (103.9653785 1.3565253),Changi
Bt Batok St 21 ,1.3464976,103.7533512,POINT (103.7533512 1.3464976),Ang Mo Kio
Sturdee Rd ,1.3128073,103.8586266,POINT (103.8586266 1.3128073),Ang Mo Kio
Hougang St 22,1.3556597,103.8909906,POINT (103.8909906 1.3556597),Ang Mo Kio
Hougang Ave 5 ,1.3673383999999997,103.8963423,POINT (103.8963423 1.3673384),Ang Mo Kio
Bedok North Road ,1.330635,103.9303281,POINT (103.9303281 1.330635),Changi
Toa Payoh Nth ,1.3416825000000001,103.8493198,POINT (103.8493198 1.3416825),Ang Mo Kio
Hougang Ave 5,1.3673383999999997,103.8963423,POINT (103.8963423 1.3673384),Ang Mo Kio
Jurong East Ave1 ,1.3440584999999998,103.7348419,POINT (103.7348419 1.3440585),Ang Mo Kio
Carpmael Rd ,1.3107036,103.8998908,POINT (103.8998908 1.3107036),Marina Barrage
Lor 1A Toa Payoh ,1.337022,103.8448183,POINT (103.8448183 1.337022),Ang Mo Kio
Wellington Circle,1.4531146000000001,103.82159890000001,POINT (103.8215989 1.4531146),Khatib
Klang Ln ,1.3083426,103.8522102,POINT (103.8522102 1.3083426),Marina Barrage
Jln Cherpen,1.4370103,103.8275057,POINT (103.8275057 1.4370103),Khatib
Lor Melayu,1.322173,103.9101531,POINT (103.9101531 1.322173),Marina Barrage
"Lor 1, 6, 7Realty Pk ",1.3107296,103.87256540000001,POINT (103.8725654 1.3107296),Marina Barrage
Pine Cl ,1.3080564,103.88292320000001,POINT (103.8829232 1.3080564),Marina Barrage
CommonwealthDr ,1.3000361,103.7972929,POINT (103.7972929 1.3000361),Ang Mo Kio
Bloxhome Dr,1.3624968000000002,103.8625588,POINT (103.8625588 1.3624968),Ang Mo Kio
Belgravia Dr,1.3796431999999998,103.8648233,POINT (103.8648233 1.3796432),Ang Mo Kio
"East Coast Dr, Ter",1.3106953000000001,103.9221512,POINT (103.9221512 1.3106953),Marina Barrage
East Coast Ave,1.3099359,103.9236144,POINT (103.9236144 1.3099359),Marina Barrage
Choa Chu KangCres ,1.4032103,103.74847340000001,POINT (103.7484734 1.4032103),Khatib
Elliot Rd ,1.3120178,103.93060799999999,POINT (103.930608 1.3120178),Changi
Yio Chu Kang Rd ,1.3913524,103.8565907,POINT (103.8565907 1.3913524),Khatib
Happy Ave East ,1.3302147,103.8814575,POINT (103.8814575 1.3302147),Ang Mo Kio
Joo Chiat Ter ,1.3148068000000002,103.9028814,POINT (103.9028814 1.3148068),Marina Barrage
How Sun Rd ,1.3450732,103.8810355,POINT (103.8810355 1.3450732),Ang Mo Kio
Jln Sotong ,1.3084029,103.9116574,POINT (103.9116574 1.3084029),Marina Barrage
Rosyth Rd,1.3626969999999998,103.8765551,POINT (103.8765551 1.362697),Ang Mo Kio
Holland Pk ,1.3094986000000002,103.8043658,POINT (103.8043658 1.3094986),Ang Mo Kio
Bukit Batok West Ave 6 ,1.3534023000000002,103.74307890000001,POINT (103.7430789 1.3534023),Ang Mo Kio
"Sungei Kadut St 1, 2",1.4096138,103.7492571,POINT (103.7492571 1.4096138),Khatib
Kovan Rd,1.3586256,103.8813575,POINT (103.8813575 1.3586256),Ang Mo Kio
Venus Rd,1.3585322,103.8280236,POINT (103.8280236 1.3585322),Ang Mo Kio
Bt Batok St 11 ,1.349818,103.74333440000001,POINT (103.7433344 1.349818),Ang Mo Kio
Mei Ling St,1.2942718999999998,103.80318829999999,POINT (103.8031883 1.2942719),Ang Mo Kio
"Begonia Cres, Dr ",1.3887555,103.8624425,POINT (103.8624425 1.3887555),Khatib
"Kaki Bt Ave 2, 3 ",1.3366578000000002,103.9009483,POINT (103.9009483 1.3366578),Ang Mo Kio
"Bedok Ave, Rd ",1.3217159,103.95273540000001,POINT (103.9527354 1.3217159),Changi
Lor 2 Toa Payoh,1.3360505,103.8462992,POINT (103.8462992 1.3360505),Ang Mo Kio
Penjuru Pl,1.3155382,103.73310550000001,POINT (103.7331055 1.3155382),Tuas South
Wimborne Rd,1.3048558000000001,103.8860012,POINT (103.8860012 1.3048558),Marina Barrage
Harvey Rd ,1.3334982,103.8844686,POINT (103.8844686 1.3334982),Ang Mo Kio
Dunman Rd,1.3095417999999999,103.89615440000001,POINT (103.8961544 1.3095418),Marina Barrage
Lowland Rd,1.361151,103.8832573,POINT (103.8832573 1.361151),Ang Mo Kio
Bukit Batok St21 ,1.3464976,103.7533512,POINT (103.7533512 1.3464976),Ang Mo Kio
Sin Ming Ave,1.3632468999999998,103.83623259999999,POINT (103.8362326 1.3632469),Ang Mo Kio
Jln Paras ,1.3258853000000002,103.91686870000001,POINT (103.9168687 1.3258853),Marina Barrage
Bt Batok West Ave 4 ,1.3627196000000001,103.74702490000001,POINT (103.7470249 1.3627196),Khatib
St. Patrick's Rd,1.3080631999999999,103.912676,POINT (103.912676 1.3080632),Marina Barrage
Lor 6 Toa Payoh ,1.3383922,103.8530122,POINT (103.8530122 1.3383922),Ang Mo Kio
Bendemeer Rd,1.3206315,103.865235,POINT (103.865235 1.3206315),Ang Mo Kio
Holt Rd ,1.2942277,103.8258088,POINT (103.8258088 1.2942277),Marina Barrage
"Verde Ave, Cres",1.3908293,103.75157159999999,POINT (103.7515716 1.3908293),Khatib
Jln Kechot ,1.321949,103.90682220000001,POINT (103.9068222 1.321949),Marina Barrage
Flora Road,1.3597191000000002,103.96588879999999,POINT (103.9658888 1.3597191),Changi
Simei St 4 ,1.3420111000000001,103.95595329999999,POINT (103.9559533 1.3420111),Changi
Tampines St 82,1.3516141000000002,103.9365762,POINT (103.9365762 1.3516141),Changi
Potong Pasir Ave 1 ,1.3349168,103.86694140000002,POINT (103.8669414 1.3349168),Ang Mo Kio
Jalan Raya ,1.3284855,103.8831132,POINT (103.8831132 1.3284855),Ang Mo Kio
Toh Tuck Ter,1.3387385,103.7687421,POINT (103.7687421 1.3387385),Ang Mo Kio
"Eng KongCres, Gdn",1.3354921999999998,103.7690988,POINT (103.7690988 1.3354922),Ang Mo Kio
"Parry Ter, View",1.3666472,103.87823359999999,POINT (103.8782336 1.3666472),Ang Mo Kio
Yishun Ave 7 ,1.4386091,103.8333688,POINT (103.8333688 1.4386091),Khatib
Teban Gdns Rd,1.3220011999999999,103.7414853,POINT (103.7414853 1.3220012),Ang Mo Kio
Geylang Bahru ,1.3222623,103.8704758,POINT (103.8704758 1.3222623),Ang Mo Kio
Penjuru Pl ,1.3155382,103.73310550000001,POINT (103.7331055 1.3155382),Tuas South
Jln Bt Merah,1.2835601,103.8193897,POINT (103.8193897 1.2835601),Marina Barrage
Lor 23 Geylang,1.3151388000000002,103.88130179999999,POINT (103.8813018 1.3151388),Marina Barrage
S'goon Ave 4 ,1.349128,103.8734316,POINT (103.8734316 1.349128),Ang Mo Kio
Choa Chu Kang Nth 5,1.3919048,103.7467749,POINT (103.7467749 1.3919048),Khatib
Tampines St 23,1.3537876,103.9533691,POINT (103.9533691 1.3537876),Changi
Ruby Ln,1.3275419,103.8670246,POINT (103.8670246 1.3275419),Ang Mo Kio
Lor L ,1.3119655000000001,103.91185909999999,POINT (103.9118591 1.3119655),Marina Barrage
Bedok South Rd ,1.3203597,103.93784090000001,POINT (103.9378409 1.3203597),Changi
Sungei Kadut Loop ,1.4139013,103.74360970000001,POINT (103.7436097 1.4139013),Khatib
Jurong East St 24,1.34344,103.74012040000001,POINT (103.7401204 1.34344),Ang Mo Kio
Jln Minggu ,1.3541572,103.836625,POINT (103.836625 1.3541572),Ang Mo Kio
Kang Ching Rd ,1.3390798000000002,103.7219436,POINT (103.7219436 1.3390798),Tuas South
Lakepoint Dr,1.3407539,103.71765140000001,POINT (103.7176514 1.3407539),Tuas South
Lor 33 Geylang ,1.3152493,103.8877557,POINT (103.8877557 1.3152493),Marina Barrage
Jln Khamis ,1.3534454,103.83796720000001,POINT (103.8379672 1.3534454),Ang Mo Kio
Jln Buloh Perindu,1.3095313999999998,103.9206941,POINT (103.9206941 1.3095314),Marina Barrage
Dryburgh Ave ,1.3165154,103.9211906,POINT (103.9211906 1.3165154),Marina Barrage
Jln Satu,1.3092983999999999,103.8867443,POINT (103.8867443 1.3092984),Marina Barrage
Green Ln ,1.3112416999999998,103.89268890000001,POINT (103.8926889 1.3112417),Marina Barrage
Teban Gdns Rd ,1.3220011999999999,103.7414853,POINT (103.7414853 1.3220012),Ang Mo Kio
Dickson Rd ,1.3054173,103.8539179,POINT (103.8539179 1.3054173),Marina Barrage
Carlisle Rd,1.314383,103.8480691,POINT (103.8480691 1.314383),Ang Mo Kio
Jurong West St 73,1.3471723,103.69981800000001,POINT (103.699818 1.3471723),Tuas South
"Lor 9, 13, 15, 17,19 Geylang",1.3129515,103.8763726,POINT (103.8763726 1.3129515),Marina Barrage
Fernwood Ter ,1.3096584999999998,103.9246045,POINT (103.9246045 1.3096585),Marina Barrage
Buffalo Rd ,1.3067427,103.85071909999999,POINT (103.8507191 1.3067427),Marina Barrage
"Tembeling Ln, Rd",1.3139802999999999,103.90110279999999,POINT (103.9011028 1.3139803),Marina Barrage
Tampines St 41,1.3588468,103.94865490000001,POINT (103.9486549 1.3588468),Changi
Hacienda Gr ,1.3131868,103.927301,POINT (103.927301 1.3131868),Changi
Jln Satu ,1.3092983999999999,103.8867443,POINT (103.8867443 1.3092984),Marina Barrage
Lavender St ,1.3123505,103.8614704,POINT (103.8614704 1.3123505),Marina Barrage
West Coast Way,1.3158961999999998,103.7557578,POINT (103.7557578 1.3158962),Ang Mo Kio
Bukit Batok West Ave 4 ,1.3627196000000001,103.74702490000001,POINT (103.7470249 1.3627196),Khatib
Roseburn Ave,1.3150164,103.9179902,POINT (103.9179902 1.3150164),Marina Barrage
Jln Tenaga ,1.3324728000000001,103.90659670000001,POINT (103.9065967 1.3324728),Ang Mo Kio
Lor 7 Toa Payoh ,1.3373559,103.8563814,POINT (103.8563814 1.3373559),Ang Mo Kio
Woodlands St 82 ,1.4432749,103.7913931,POINT (103.7913931 1.4432749),Khatib
Joo Chiat Rd,1.3099091,103.90202690000001,POINT (103.9020269 1.3099091),Marina Barrage
Verde Pl,1.3918652,103.7520753,POINT (103.7520753 1.3918652),Khatib
Aljunied Ave 2 ,1.3209156000000002,103.88709870000001,POINT (103.8870987 1.3209156),Marina Barrage
Dakota Cres ,1.3065326000000002,103.8859887,POINT (103.8859887 1.3065326),Marina Barrage
"East Coast Ave, Ter ",1.3099359,103.9236144,POINT (103.9236144 1.3099359),Marina Barrage
Lor N Telok Kurau ,1.3098618,103.9119077,POINT (103.9119077 1.3098618),Marina Barrage
Jln Jarak ,1.3825396,103.8725119,POINT (103.8725119 1.3825396),Ang Mo Kio
"Toh Tuck Dr, Rd",1.3410806999999998,103.7704562,POINT (103.7704562 1.3410807),Ang Mo Kio
Woodlands Dr 71 ,1.4397726999999998,103.8002157,POINT (103.8002157 1.4397727),Khatib
Colchester Gr,1.3579888,103.8673666,POINT (103.8673666 1.3579888),Ang Mo Kio
Vaughan Rd,1.3472508,103.8710779,POINT (103.8710779 1.3472508),Ang Mo Kio
Serangoon Ctrl ,1.3510464,103.8730466,POINT (103.8730466 1.3510464),Ang Mo Kio
Bt Batok East Ave 3 ,1.3445646,103.7581811,POINT (103.7581811 1.3445646),Ang Mo Kio
Bt Batok West Ave 6 ,1.3534023000000002,103.74307890000001,POINT (103.7430789 1.3534023),Ang Mo Kio
Sunbird Circle ,1.3391852,103.95769920000001,POINT (103.9576992 1.3391852),Changi
Simei St 2 ,1.3455308000000001,103.95437629999999,POINT (103.9543763 1.3455308),Changi
Tuas South Ave 1,1.3168543,103.6280899,POINT (103.6280899 1.3168543),Tuas South
Barker Rd ,1.3195133999999997,103.8339627,POINT (103.8339627 1.3195134),Ang Mo Kio
St Georges Ln,1.3223133999999999,103.8617541,POINT (103.8617541 1.3223134),Ang Mo Kio
 Joon Hiang Rd ,1.353078,103.8750824,POINT (103.8750824 1.353078),Ang Mo Kio
Butterfly Ave ,1.3339341999999998,103.8767922,POINT (103.8767922 1.3339342),Ang Mo Kio
"Bedok Ln, Rd, Walk ",1.3288153,103.9479887,POINT (103.9479887 1.3288153),Changi
Dakota Cres,1.3065326000000002,103.8859887,POINT (103.8859887 1.3065326),Marina Barrage
Yishun Ave 7,1.4386091,103.8333688,POINT (103.8333688 1.4386091),Khatib
Jedburgh Gdns,1.314281,103.920697,POINT (103.920697 1.314281),Marina Barrage
"Aroozoo Ave,Ln ",1.3553669,103.8853119,POINT (103.8853119 1.3553669),Ang Mo Kio
Dunman Ln,1.3088753999999998,103.8953676,POINT (103.8953676 1.3088754),Marina Barrage
Queens Rd ,1.3206693,103.80934520000001,POINT (103.8093452 1.3206693),Ang Mo Kio
Evelyn Rd,1.3162359,103.8400196,POINT (103.8400196 1.3162359),Ang Mo Kio
Pasir Ris St 53 ,1.3740966000000001,103.9470266,POINT (103.9470266 1.3740966),Changi
Defu Ave 2 ,1.3604121999999998,103.9010609,POINT (103.9010609 1.3604122),Ang Mo Kio
Springside Cres ,1.4053203,103.82336509999999,POINT (103.8233651 1.4053203),Khatib
Lor 7 Geylang ,1.3125935,103.8758157,POINT (103.8758157 1.3125935),Marina Barrage
Kwong Ave,1.3306438999999999,103.8710724,POINT (103.8710724 1.3306439),Ang Mo Kio
Ang Mo Kio Ave 2,1.3727518,103.83314809999999,POINT (103.8331481 1.3727518),Ang Mo Kio
Ong Lye ,1.3479061,103.8790427,POINT (103.8790427 1.3479061),Ang Mo Kio
Lor Ampas ,1.3262992,103.8527727,POINT (103.8527727 1.3262992),Ang Mo Kio
Sin Ming Walk ,1.3645715,103.8325057,POINT (103.8325057 1.3645715),Ang Mo Kio
Jln Ulu Siglap ,1.3145799999999999,103.927812,POINT (103.927812 1.31458),Changi
Woodlands Rise ,1.447006,103.8044709,POINT (103.8044709 1.447006),Khatib
West Coast Dr ,1.3138283000000002,103.75931829999999,POINT (103.7593183 1.3138283),Ang Mo Kio
Jln Tua Kong,1.3155361,103.92579549999999,POINT (103.9257955 1.3155361),Marina Barrage
Kwong Ave ,1.3306438999999999,103.8710724,POINT (103.8710724 1.3306439),Ang Mo Kio
Hillside Dr ,1.3577472,103.8773652,POINT (103.8773652 1.3577472),Ang Mo Kio
Jln Terubok ,1.3543896,103.83534379999999,POINT (103.8353438 1.3543896),Ang Mo Kio
Teban Gardens Rd ,1.3220011999999999,103.7414853,POINT (103.7414853 1.3220012),Ang Mo Kio
Sengkang West Way ,1.3950839,103.8761765,POINT (103.8761765 1.3950839),Khatib
Bournemouth Rd ,1.301964,103.8935082,POINT (103.8935082 1.301964),Marina Barrage
Bt Batok St 25 ,1.3438522,103.7609115,POINT (103.7609115 1.3438522),Ang Mo Kio
Lim Tua TowRd ,1.3547083999999998,103.8761809,POINT (103.8761809 1.3547084),Ang Mo Kio
Tampines St 23 ,1.3537876,103.9533691,POINT (103.9533691 1.3537876),Changi
